Track,Artist,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,Tag,predicted_Tag
Eye Know,De La Soul,0.177,0.838,0.809,3.17e-06,1.0,0.0792,-7.989,1.0,0.0512,109.325,4.0,0.854,Giuliana,Gianluca
Caught In A Mosh,Anthrax,0.000249,0.339,0.991,0.00327,2.0,0.261,-5.028,1.0,0.145,106.767,4.0,0.185,Erika,Gianluca
Naive,The Kooks,0.0688,0.547,0.816,0.0,8.0,0.127,-6.165,0.0,0.0624,102.765,4.0,0.722,Erika,Gianluca
Every Rose Has Its Thorn - Remastered 2003,Poison,0.16,0.533,0.637,1.12e-05,6.0,0.369,-5.571,1.0,0.0323,140.167,4.0,0.292,Erika,Erika
Dead & Bloated - 2017 Remaster,Stone Temple Pilots,0.000971,0.574,0.862,0.0,7.0,0.0923,-6.449,1.0,0.06,122.98,4.0,0.594,Erika,Erika
Paranoid,Kanye West,0.114,0.587,0.611,9.83e-05,6.0,0.0765,-7.408,1.0,0.106,114.991,4.0,0.464,Giuliana,Giuliana
Sweet Soul Sister,The Cult,0.124,0.442,0.866,0.0103,5.0,0.159,-9.245,1.0,0.0614,93.012,4.0,0.151,Erika,Erika
My Friend of Misery (Remastered),Metallica,0.000235,0.567,0.855,0.00714,9.0,0.1,-7.623,0.0,0.0355,119.513,4.0,0.329,Erika,Andrea
Everywhere,Fleetwood Mac,0.218,0.69,0.54,0.00657,4.0,0.115,-10.516,1.0,0.0317,114.846,4.0,0.764,Erika,Erika
Pursuit Of Happiness (Nightmare),Kid Cudi,0.484,0.63,0.605,9.29e-05,0.0,0.298,-8.951,1.0,0.0414,115.277,4.0,0.266,Giuliana,Gianluca
It's Not My Time,3 Doors Down,0.00133,0.532,0.935,8.37e-06,0.0,0.106,-4.798,1.0,0.0619,128.025,4.0,0.309,Erika,Andrea
No Te Veo - Digital Single,Casa De Leones,0.0558,0.847,0.873,3.21e-06,8.0,0.325,-4.805,0.0,0.0804,116.007,4.0,0.966,Gianluca,Gianluca
One Hour,TIWEA,0.00167,0.675,0.998,0.741,2.0,0.12,-5.453,1.0,0.0416,132.007,4.0,0.0375,Andrea,Andrea
A Walk In The Park,m.sorlii,0.369,0.603,0.197,0.749,7.0,0.107,-13.107,1.0,0.0487,113.489,1.0,0.0972,Laura,Giuliana
The Doctor,The Doobie Brothers,0.0134,0.567,0.916,0.00108,3.0,0.0691,-7.263,1.0,0.0457,148.011,4.0,0.748,Erika,Erika
One Last Breath,Creed,0.00841,0.386,0.677,0.00366,2.0,0.341,-5.83,1.0,0.0346,126.602,4.0,0.195,Erika,Erika
Plush - 2017 Remaster,Stone Temple Pilots,0.00671,0.426,0.94,1.72e-06,7.0,0.14,-5.279,0.0,0.0423,144.49,4.0,0.466,Erika,Erika
Ocean Spray,Moneybagg Yo,0.0334,0.896,0.581,0.0,11.0,0.0941,-6.293,1.0,0.242,133.957,4.0,0.544,Giuliana,Giuliana
WAP (feat. Megan Thee Stallion),Cardi B,0.0194,0.935,0.454,0.0,1.0,0.0824,-7.509,1.0,0.375,133.073,4.0,0.357,Giuliana,Giuliana
Airbag,Radiohead,0.00786,0.305,0.872,0.8,2.0,0.261,-7.313,1.0,0.0503,167.959,4.0,0.648,Erika,Erika
Circles,Post Malone,0.192,0.695,0.762,0.00244,0.0,0.0863,-3.497,1.0,0.0395,120.042,4.0,0.553,Giuliana,Erika
White Iverson,Post Malone,0.233,0.675,0.562,0.0,7.0,0.0816,-7.678,1.0,0.0352,130.098,4.0,0.309,Giuliana,Giuliana
The National Anthem,Radiohead,0.00237,0.488,0.754,0.851,2.0,0.224,-8.552,1.0,0.0378,91.517,4.0,0.388,Erika,Erika
The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,0.617,0.703,0.757,0.0,1.0,0.106,-3.612,1.0,0.05,82.008,4.0,0.696,Giuliana,Gianluca
Kokomo,The Beach Boys,0.00863,0.682,0.635,0.0,0.0,0.137,-10.05,1.0,0.0346,115.584,4.0,0.927,Erika,Erika
Waves,Kanye West,0.0528,0.557,0.586,7.33e-06,10.0,0.339,-4.57,1.0,0.0382,96.091,4.0,0.0681,Giuliana,Andrea
Oye Mi Canto,N.O.R.E.,0.185,0.677,0.946,3.56e-06,6.0,0.274,-2.887,1.0,0.0553,96.011,4.0,0.948,Giuliana,Erika
Miss The Rage (feat. Playboi Carti),Trippie Redd,0.0151,0.581,0.877,0.0,8.0,0.826,-4.938,1.0,0.114,77.006,4.0,0.353,Giuliana,Giuliana
Kickstart My Heart,Mötley Crüe,0.00111,0.465,0.977,0.00298,7.0,0.201,-3.839,0.0,0.175,89.535,4.0,0.233,Erika,Erika
Pork And Beans,Weezer,0.0109,0.599,0.624,8.06e-06,6.0,0.158,-6.622,1.0,0.0339,119.838,4.0,0.706,Erika,Erika
Grindin',Clipse,0.122,0.592,0.77,1.22e-06,1.0,0.103,-3.402,1.0,0.318,191.692,4.0,0.361,Giuliana,Gianluca
Dreams (Techno),XEKNO!,0.0139,0.578,0.819,0.433,11.0,0.171,-11.571,0.0,0.0742,139.99,4.0,0.193,Andrea,Andrea
Sometimes I Rhyme Slow,Nice & Smooth,0.119,0.797,0.563,0.323,6.0,0.0969,-14.138,0.0,0.123,108.369,4.0,0.687,Giuliana,Gianluca
ILoveUIHateU,Playboi Carti,0.00534,0.684,0.693,0.0,4.0,0.506,-6.651,0.0,0.0339,134.988,4.0,0.108,Giuliana,Giuliana
How Do U Want It,2Pac,0.121,0.828,0.81,3.02e-06,8.0,0.0495,-2.151,1.0,0.101,92.46,4.0,0.838,Giuliana,Gianluca
"Frankly, Mr. Shankly - 2011 Remaster",The Smiths,0.0709,0.713,0.748,0.000397,4.0,0.156,-6.53,1.0,0.0251,111.556,4.0,0.924,Erika,Erika
Trip to Valhalla,Dr. Peacock,0.0232,0.567,0.988,0.0351,1.0,0.149,-2.879,1.0,0.187,100.025,4.0,0.0634,Andrea,Andrea
Fast,Juice WRLD,0.426,0.623,0.607,0.0,1.0,0.105,-5.937,0.0,0.0435,84.982,4.0,0.263,Giuliana,Giuliana
Out Ta Get Me,Guns N' Roses,0.0257,0.395,0.988,0.146,11.0,0.353,-4.877,1.0,0.111,140.849,4.0,0.365,Erika,Andrea
I Won't Back Down,Tom Petty,0.0504,0.765,0.476,2.76e-06,7.0,0.165,-13.487,1.0,0.0329,114.02,4.0,0.965,Erika,Erika
Time is Running Out,Muse,0.00242,0.585,0.842,0.00686,9.0,0.0866,-5.883,0.0,0.0556,118.211,4.0,0.428,Erika,Erika
Grace (feat. 42 Dugg),Lil Baby,0.38,0.817,0.513,0.0,10.0,0.109,-6.263,0.0,0.394,123.029,4.0,0.177,Giuliana,Gianluca
Hung Up - Techno TikTok Remix,Hyper Hamster,0.169,0.709,0.602,0.00133,1.0,0.107,-6.428,0.0,0.272,150.036,4.0,0.657,Andrea,Giuliana
EL BARCO,KAROL G,0.611,0.85,0.849,0.000193,8.0,0.329,-3.436,0.0,0.0437,143.975,4.0,0.92,Gianluca,Gianluca
FE!N (feat. Playboi Carti),Travis Scott,0.0316,0.569,0.882,0.0,3.0,0.142,-2.777,0.0,0.06,148.038,4.0,0.201,Giuliana,Giuliana
Gang Over Luv,Brent Faiyaz,0.0408,0.781,0.277,0.000339,8.0,0.0754,-9.35,1.0,0.326,163.987,4.0,0.302,Giuliana,Andrea
Girls,Beastie Boys,0.777,0.873,0.808,0.0,0.0,0.357,-6.729,0.0,0.0466,139.676,4.0,0.933,Erika,Laura
All Me,Drake,0.0705,0.67,0.515,0.0,1.0,0.25,-6.977,1.0,0.397,122.006,4.0,0.422,Giuliana,Giuliana
November Has Come,Gorillaz,0.0815,0.702,0.567,2.75e-05,7.0,0.0864,-8.561,1.0,0.239,84.153,4.0,0.667,Erika,Giuliana
One Shot 2 Shot,Eminem,0.194,0.885,0.61,0.0,1.0,0.278,-6.266,1.0,0.225,98.974,4.0,0.822,Giuliana,Giuliana
Why Go,Pearl Jam,0.00999,0.322,0.968,4.12e-05,9.0,0.445,-5.59,1.0,0.106,115.565,4.0,0.316,Erika,Erika
No More ?'s,Eazy-E,0.0143,0.935,0.805,1.53e-06,7.0,0.298,-4.782,1.0,0.225,105.641,4.0,0.624,Giuliana,Giuliana
Wasted (feat. Lil Uzi Vert),Juice WRLD,0.0381,0.742,0.579,0.0,0.0,0.0952,-5.024,1.0,0.202,144.994,4.0,0.502,Giuliana,Gianluca
Innervision,System Of A Down,0.000201,0.445,0.953,0.0244,5.0,0.357,-2.267,0.0,0.099,120.013,4.0,0.233,Erika,Erika
Roam,The B-52's,0.0485,0.636,0.939,6.69e-06,9.0,0.271,-5.551,1.0,0.0837,134.937,4.0,0.694,Erika,Laura
Come Back to Earth,Mac Miller,0.89,0.272,0.238,0.00925,2.0,0.275,-12.148,0.0,0.0349,83.507,4.0,0.119,Giuliana,Laura
Only In Dreams,Weezer,0.00215,0.507,0.535,0.495,1.0,0.111,-9.051,1.0,0.0261,78.049,4.0,0.403,Erika,Erika
It's a Fine Day - Sped Up,JKRS,0.191,0.829,0.826,0.822,4.0,0.08,-6.235,1.0,0.163,166.239,4.0,0.42,Andrea,Andrea
III. Urn,Childish Gambino,0.621,0.59,0.446,0.00235,0.0,0.0731,-12.759,0.0,0.0731,140.081,4.0,0.399,Giuliana,Erika
Good Vibrations - Remastered 2001,The Beach Boys,0.387,0.403,0.495,8.03e-06,10.0,0.147,-6.888,0.0,0.0312,132.912,4.0,0.38,Erika,Erika
Plug Walk,Rich The Kid,0.202,0.876,0.519,0.0,11.0,0.108,-6.531,1.0,0.143,94.981,4.0,0.158,Giuliana,Gianluca
American Woman,Lenny Kravitz,0.0304,0.688,0.671,0.0,1.0,0.0782,-7.872,1.0,0.0975,83.988,4.0,0.537,Erika,Erika
Favorite Song,Chance the Rapper,0.0321,0.725,0.601,0.0,1.0,0.0504,-9.03,1.0,0.377,155.918,4.0,0.811,Giuliana,Giuliana
Addiction,Kanye West,0.184,0.504,0.756,0.0,1.0,0.252,-8.318,0.0,0.185,115.264,4.0,0.55,Giuliana,Giuliana
Jump Around,House Of Pain,0.0113,0.854,0.71,9.06e-05,4.0,0.166,-6.32,0.0,0.0795,106.893,4.0,0.818,Giuliana,Giuliana
I'm Broken,Pantera,0.000594,0.419,0.878,0.559,7.0,0.139,-6.352,1.0,0.0553,147.385,4.0,0.666,Erika,Erika
All Night (feat. Knox Fortune),Chance the Rapper,0.0358,0.704,0.777,0.0,2.0,0.151,-5.729,1.0,0.195,111.921,4.0,0.392,Giuliana,Giuliana
Low Life (feat. The Weeknd),Future,0.337,0.722,0.331,0.282,8.0,0.146,-7.789,1.0,0.0726,143.961,4.0,0.102,Giuliana,Giuliana
Mr. Right Now (feat. Drake),21 Savage,0.231,0.647,0.667,0.0,5.0,0.133,-5.563,1.0,0.304,172.08,4.0,0.704,Giuliana,Gianluca
Congratulations (feat. Bilal),Mac Miller,0.948,0.465,0.225,0.00155,4.0,0.18,-12.637,0.0,0.0455,57.75,4.0,0.207,Giuliana,Laura
"Silver Springs - Live at Warner Brothers Studios in Burbank, CA 5/23/97",Fleetwood Mac,0.269,0.35,0.508,2.37e-06,0.0,0.671,-7.584,1.0,0.025,81.719,4.0,0.286,Erika,Erika
The Most Beautiful Girl In the World,Prince,0.0182,0.489,0.693,5.63e-06,6.0,0.304,-4.952,1.0,0.0427,185.758,4.0,0.453,Erika,Erika
Monkey Gone to Heaven,Pixies,0.00418,0.654,0.39,0.0069,6.0,0.271,-10.638,0.0,0.0307,116.572,4.0,0.566,Erika,Erika
I Can't Dance - 2007 Remaster,Genesis,0.468,0.914,0.531,7.12e-06,3.0,0.0392,-9.816,1.0,0.0503,107.571,4.0,0.914,Erika,Giuliana
Here Comes Your Man,Pixies,0.00772,0.669,0.795,0.0781,2.0,0.401,-10.865,1.0,0.0285,124.594,4.0,0.882,Erika,Erika
Fake Plastic Trees,Radiohead,0.167,0.463,0.229,0.0997,2.0,0.202,-12.592,1.0,0.0297,73.543,4.0,0.135,Erika,Erika
Just Like This,Limp Bizkit,0.00896,0.639,0.947,0.00173,6.0,0.0915,-4.216,1.0,0.142,100.869,4.0,0.586,Erika,Erika
Old School,2Pac,0.0886,0.781,0.86,0.00381,8.0,0.379,-2.421,0.0,0.294,90.868,4.0,0.623,Giuliana,Giuliana
Cowboys from Hell,Pantera,0.00437,0.415,0.908,0.0345,2.0,0.082,-9.701,1.0,0.0765,114.816,4.0,0.437,Erika,Erika
No Friends In The Industry,Drake,0.0181,0.84,0.744,0.0,1.0,0.629,-4.751,1.0,0.113,83.737,4.0,0.171,Giuliana,Gianluca
Tomorrow Comes Today,Gorillaz,0.0071,0.751,0.596,0.589,6.0,0.103,-4.594,1.0,0.0301,93.213,4.0,0.57,Erika,Giuliana
Dead Bodies Everywhere,Korn,0.000661,0.359,0.933,0.264,11.0,0.117,-6.885,0.0,0.0807,104.922,4.0,0.097,Erika,Erika
Old Yellow Bricks,Arctic Monkeys,0.000185,0.663,0.839,4.65e-06,0.0,0.0808,-4.453,1.0,0.0695,135.155,4.0,0.75,Erika,Erika
The Grudge,TOOL,0.000162,0.423,0.795,0.843,2.0,0.269,-7.408,1.0,0.0374,96.045,5.0,0.307,Erika,Erika
Eyes Hidden,Spartaque,0.00112,0.477,0.993,0.622,6.0,0.0852,-5.386,1.0,0.0686,139.987,4.0,0.258,Andrea,Andrea
Poppin' Them Thangs,G-Unit,0.263,0.769,0.818,0.0,6.0,0.0787,-1.385,0.0,0.192,88.017,4.0,0.918,Giuliana,Giuliana
I Don't Know - Remastered 2009,Beastie Boys,0.447,0.869,0.406,0.903,0.0,0.0713,-15.172,1.0,0.0662,114.024,4.0,0.96,Erika,Gianluca
Say My Name,CARV,9.16e-05,0.54,0.961,0.905,6.0,0.089,-7.899,1.0,0.0599,155.997,4.0,0.23,Andrea,Andrea
Vertigo - Luis Ake's Trance Atlantic Remix,Edwin Rosen,0.0455,0.653,0.853,0.861,8.0,0.143,-7.781,1.0,0.0341,157.044,4.0,0.375,Andrea,Andrea
Nuketown (feat. Juice WRLD),Ski Mask The Slump God,0.113,0.808,0.617,0.0,10.0,0.734,-9.32,0.0,0.442,149.962,4.0,0.632,Giuliana,Giuliana
Beetlebum - 2012 Remaster,Blur,0.0794,0.542,0.627,0.000517,0.0,0.277,-7.105,1.0,0.0243,89.734,4.0,0.814,Erika,Erika
Rebellion (Lies),Arcade Fire,0.00744,0.401,0.933,0.627,8.0,0.318,-5.682,1.0,0.0344,127.193,4.0,0.734,Erika,Erika
This Is What You Came For,Calvin Harris,0.199,0.631,0.927,0.119,9.0,0.148,-2.787,0.0,0.0332,123.962,4.0,0.465,Andrea,Giuliana
Mass Effect,Boatech,0.00205,0.706,0.95,0.786,6.0,0.073,-4.645,0.0,0.045,130.012,3.0,0.316,Andrea,Andrea
Ayo Technology,50 Cent,0.0828,0.63,0.782,0.0,8.0,0.034,-5.44,0.0,0.132,140.144,4.0,0.418,Giuliana,Gianluca
Animal,Def Leppard,0.00153,0.583,0.921,0.0178,11.0,0.188,-5.215,1.0,0.0468,119.526,4.0,0.613,Erika,Erika
Let Down,Radiohead,0.000121,0.351,0.676,0.113,9.0,0.18,-9.017,1.0,0.0313,102.46,4.0,0.143,Erika,Erika
Livin' On The Edge,Aerosmith,0.000437,0.341,0.862,0.563,2.0,0.218,-4.256,1.0,0.032,84.42,4.0,0.29,Erika,Erika
Cryin',Aerosmith,8.31e-05,0.452,0.813,0.0381,9.0,0.274,-4.45,1.0,0.0319,105.757,3.0,0.539,Erika,Erika
Lateralus,TOOL,0.00108,0.387,0.677,0.871,0.0,0.101,-8.399,1.0,0.084,172.812,3.0,0.371,Erika,Erika
Gymnopédie No. 3: Lent et grave,Erik Satie,0.994,0.542,0.005,0.955,0.0,0.09,-23.514,1.0,0.081,72.659,3.0,0.608,Laura,Laura
Under Ground Kings,Drake,5.2e-05,0.487,0.712,0.0,8.0,0.198,-7.323,1.0,0.27,156.209,4.0,0.397,Giuliana,Giuliana
You Only Live Once,The Strokes,0.0238,0.63,0.908,0.592,11.0,0.116,-2.42,1.0,0.0326,120.522,4.0,0.968,Erika,Erika
Pursuit Of Happiness - Extended Steve Aoki Remix,Kid Cudi,0.00949,0.722,0.687,0.00413,0.0,0.0462,-5.189,1.0,0.0556,128.013,4.0,0.619,Giuliana,Giuliana
The Denial Twist,The White Stripes,0.337,0.514,0.756,0.0,10.0,0.135,-7.988,0.0,0.147,90.307,4.0,0.764,Erika,Erika
Sure Shot,Beastie Boys,0.388,0.692,0.799,0.0,1.0,0.301,-7.924,1.0,0.164,97.978,4.0,0.549,Erika,Giuliana
"La Fille aux Cheveux de Lin (From 24 Preludes, L. 117)",Claude Debussy,0.987,0.146,0.0475,0.942,10.0,0.0724,-24.866,1.0,0.0447,92.007,4.0,0.038,Laura,Laura
On Sight,Kanye West,0.487,0.605,0.469,0.0,9.0,0.28,-3.182,0.0,0.327,101.601,4.0,0.515,Giuliana,Gianluca
Yebba’s Heartbreak,Drake,0.967,0.476,0.161,0.0381,8.0,0.109,-11.665,0.0,0.0407,119.614,4.0,0.0908,Giuliana,Laura
La Difícil,Bad Bunny,0.0861,0.685,0.848,7.14e-06,8.0,0.0783,-4.561,0.0,0.0858,179.87,4.0,0.761,Gianluca,Gianluca
Outshined - Remastered,Soundgarden,0.000173,0.485,0.841,0.00686,2.0,0.125,-6.068,0.0,0.0307,94.867,4.0,0.551,Erika,Erika
Nightrain,Guns N' Roses,0.13,0.394,0.995,0.00459,1.0,0.263,-4.946,1.0,0.105,148.196,4.0,0.199,Erika,Erika
Love Walks In,Van Halen,0.263,0.2,0.434,0.0,9.0,0.117,-14.274,0.0,0.0294,83.876,4.0,0.37,Erika,Erika
All I Ever Wanted (Techno),FUTURAMI,0.00158,0.844,0.715,0.005,4.0,0.772,-5.92,1.0,0.0959,144.968,4.0,0.58,Andrea,Andrea
Sex Type Thing - 2017 Remaster,Stone Temple Pilots,1.39e-06,0.404,0.925,0.628,9.0,0.0418,-7.336,1.0,0.041,134.177,4.0,0.773,Erika,Erika
"Rhapsody on a Theme of Paganini, Op. 43: Variation No. 18 - Live",Sergei Rachmaninoff,0.99,0.155,0.0719,0.933,1.0,0.0967,-21.958,1.0,0.0414,70.998,3.0,0.0384,Laura,Laura
Whiskey In The Jar,Metallica,5.36e-06,0.511,0.972,0.00101,10.0,0.19,-3.751,1.0,0.0413,132.97,4.0,0.532,Erika,Erika
Unbothered,Ski Mask The Slump God,0.222,0.884,0.445,0.0,1.0,0.112,-10.58,0.0,0.418,125.008,4.0,0.851,Giuliana,Giuliana
A BOY IS A GUN*,"Tyler, The Creator",0.575,0.417,0.689,0.0,2.0,0.496,-8.302,0.0,0.178,79.568,4.0,0.505,Giuliana,Giuliana
Potholderz feat. Count Bass D,MF DOOM,0.655,0.82,0.677,1.7e-06,3.0,0.0668,-6.349,1.0,0.288,87.204,4.0,0.73,Giuliana,Laura
The Memory Remains,Metallica,0.000321,0.432,0.904,0.00982,10.0,0.206,-3.697,0.0,0.0432,144.401,4.0,0.6,Erika,Erika
Schizophrenia,Sonic Youth,0.19,0.356,0.696,0.867,2.0,0.104,-11.461,1.0,0.0366,134.66,4.0,0.562,Erika,Erika
Pa' Que Retozen,Tego Calderón,0.4,0.815,0.856,8.34e-05,1.0,0.244,-3.825,0.0,0.122,91.995,4.0,0.872,Gianluca,Gianluca
American Psycho II,D12,0.403,0.646,0.83,0.0,6.0,0.138,-4.456,0.0,0.32,93.364,4.0,0.71,Giuliana,Giuliana
Anthem Part Two,blink-182,0.000102,0.552,0.932,0.0,0.0,0.119,-3.782,1.0,0.0426,103.108,4.0,0.518,Erika,Erika
On My Level (feat. Too $hort),Wiz Khalifa,0.146,0.72,0.514,0.00713,1.0,0.107,-7.108,1.0,0.132,142.98,4.0,0.212,Giuliana,Giuliana
Real Muthaphuckkin' G's,Eazy-E,0.0164,0.724,0.853,0.0,11.0,0.65,-3.895,0.0,0.283,170.51,4.0,0.775,Giuliana,Andrea
Izzo (H.O.V.A.),JAY-Z,0.0178,0.618,0.844,0.000126,1.0,0.0634,-4.051,0.0,0.342,84.411,4.0,0.697,Giuliana,Giuliana
Da Art of Storytellin' (Pt. 1),Outkast,0.107,0.749,0.856,0.0,2.0,0.745,-5.833,1.0,0.235,103.773,4.0,0.402,Giuliana,Giuliana
Disturbia (Techno),Tektony,0.559,0.829,0.555,0.0,11.0,0.132,-7.933,0.0,0.164,140.987,4.0,0.734,Andrea,Giuliana
Trip,Ella Mai,0.225,0.477,0.61,0.0,11.0,0.107,-5.628,0.0,0.144,79.882,4.0,0.358,Giuliana,Erika
THAT'S THAT,MF DOOM,0.235,0.499,0.728,0.0,8.0,0.686,-4.922,0.0,0.385,96.089,4.0,0.853,Giuliana,Giuliana
Drankin N Smokin,Future,0.0421,0.752,0.658,0.0,0.0,0.0927,-6.297,1.0,0.342,151.951,4.0,0.387,Giuliana,Giuliana
Nice to Know You,Incubus,0.00182,0.515,0.864,7.32e-05,2.0,0.108,-5.384,1.0,0.0478,153.966,4.0,0.232,Erika,Erika
can't leave without it,21 Savage,0.111,0.872,0.591,0.0,6.0,0.144,-6.952,0.0,0.359,131.982,4.0,0.696,Giuliana,Giuliana
Goldie,A$AP Rocky,0.228,0.697,0.849,4.52e-05,10.0,0.493,-4.953,0.0,0.248,81.956,4.0,0.734,Giuliana,Giuliana
This Could Be Us,Rae Sremmurd,0.291,0.732,0.69,0.0,0.0,0.116,-4.992,0.0,0.134,143.072,4.0,0.758,Giuliana,Gianluca
Rain When I Die (2022 Remaster),Alice In Chains,0.0183,0.422,0.859,0.000673,9.0,0.209,-6.778,1.0,0.0757,120.078,3.0,0.203,Erika,Erika
No Hands,Waka Flocka Flame,0.00863,0.737,0.482,0.0,1.0,0.429,-8.242,1.0,0.0887,131.504,4.0,0.311,Giuliana,Giuliana
Indians,Anthrax,0.000869,0.379,0.941,0.000637,11.0,0.0393,-10.443,0.0,0.038,105.155,4.0,0.527,Erika,Erika
Sweating Bullets - Remastered 2004,Megadeth,0.000319,0.325,0.856,0.00708,4.0,0.257,-6.547,0.0,0.188,69.955,3.0,0.652,Erika,Giuliana
Been a Long Day,Claudette Sutherland,0.82,0.635,0.14,0.0,5.0,0.294,-15.892,0.0,0.0854,128.613,4.0,0.513,Laura,Laura
Lotion,Deftones,8.49e-06,0.382,0.985,0.0061,1.0,0.362,-4.002,1.0,0.206,103.119,4.0,0.206,Erika,Erika
WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),"Tyler, The Creator",0.269,0.493,0.653,0.0,0.0,0.511,-5.666,0.0,0.0466,142.347,4.0,0.852,Giuliana,Erika
The Recipe - Bonus Track,Kendrick Lamar,0.000589,0.759,0.782,0.0,11.0,0.35,-6.975,0.0,0.0741,131.04,4.0,0.507,Giuliana,Gianluca
Fine China,Future,0.0484,0.656,0.542,0.0,7.0,0.126,-7.358,1.0,0.323,166.111,4.0,0.551,Giuliana,Giuliana
Why Don't You Get A Job,The Offspring,0.0674,0.766,0.882,2.3e-06,5.0,0.281,-4.478,1.0,0.0719,107.932,4.0,0.544,Erika,Gianluca
Cum on Feel the Noize,Quiet Riot,0.000183,0.441,0.908,0.00328,11.0,0.0612,-4.627,0.0,0.115,145.439,4.0,0.632,Erika,Erika
Na De Na,Angel Y Khriz,0.184,0.878,0.894,0.0,6.0,0.105,-5.834,1.0,0.123,119.927,4.0,0.682,Gianluca,Giuliana
I've Been Everywhere,Johnny Cash,0.6,0.731,0.779,1.74e-06,11.0,0.312,-5.884,0.0,0.0658,112.2,4.0,0.817,Erika,Gianluca
Childs Play (feat. Chance the Rapper),SZA,0.775,0.759,0.342,0.0,1.0,0.112,-9.044,0.0,0.0406,99.995,4.0,0.22,Giuliana,Erika
Thug Luv (feat. 2pac),Bone Thugs-N-Harmony,0.131,0.795,0.793,0.0,0.0,0.323,-5.319,1.0,0.231,134.119,4.0,0.428,Giuliana,Giuliana
Is This It,The Strokes,0.147,0.667,0.692,3.75e-05,5.0,0.349,-8.361,1.0,0.0285,96.022,4.0,0.846,Erika,Erika
Sonata in C Major - Mozart,Wolfgang Amadeus Mozart,0.976,0.285,0.0597,0.925,0.0,0.127,-23.126,1.0,0.0438,129.006,4.0,0.673,Laura,Laura
Flute Loop - Remastered 2009,Beastie Boys,0.0149,0.8,0.788,0.000448,7.0,0.379,-8.798,1.0,0.231,104.466,4.0,0.236,Erika,Giuliana
Is This Love - 2018 Remaster,Whitesnake,0.0555,0.263,0.759,0.0,0.0,0.231,-7.288,1.0,0.0431,179.904,4.0,0.429,Erika,Erika
Sunsets,Iamcloud,0.931,0.449,0.11,0.885,0.0,0.0858,-19.789,1.0,0.0347,131.896,4.0,0.0538,Laura,Laura
Blind,Korn,0.00678,0.283,0.891,0.0038,2.0,0.159,-8.165,1.0,0.178,92.049,4.0,0.226,Erika,Giuliana
4 Your Eyez Only,J. Cole,0.367,0.701,0.485,6.31e-05,11.0,0.0852,-10.305,0.0,0.364,78.863,4.0,0.496,Giuliana,Giuliana
Killing In The Name,Rage Against The Machine,0.0266,0.466,0.833,0.0,7.0,0.0327,-4.215,1.0,0.304,88.785,4.0,0.661,Erika,Giuliana
Come with Me,HouseWerk,0.00464,0.709,0.958,0.836,7.0,0.117,-4.821,1.0,0.046,132.99,4.0,0.0666,Andrea,Andrea
Arabella,Arctic Monkeys,0.0202,0.579,0.558,1.26e-06,2.0,0.212,-6.986,1.0,0.0895,179.949,4.0,0.506,Erika,Giuliana
Fuck Tha Police,N.W.A.,0.0193,0.859,0.75,0.0,8.0,0.0538,-8.325,0.0,0.303,98.691,4.0,0.857,Giuliana,Giuliana
Look What The Cat Dragged In,Poison,0.0053,0.512,0.96,4.09e-06,3.0,0.0755,-3.144,0.0,0.0723,147.84,4.0,0.604,Erika,Erika
Rap God,Eminem,0.397,0.708,0.843,0.0,7.0,0.799,-2.66,1.0,0.314,148.14,4.0,0.625,Giuliana,Gianluca
Pictures of You - 2010 Remaster,The Cure,0.00371,0.484,0.776,0.109,9.0,0.131,-6.48,1.0,0.0312,171.935,4.0,0.495,Erika,Erika
Emotionally Scarred,Lil Baby,0.0286,0.585,0.641,0.0,6.0,0.316,-4.269,0.0,0.133,88.284,4.0,0.266,Giuliana,Gianluca
Steady Mobbin,Young Money,0.0219,0.488,0.691,0.0,0.0,0.501,-8.09,0.0,0.279,156.141,4.0,0.697,Giuliana,Giuliana
Sanguine Paradise,Lil Uzi Vert,0.0948,0.729,0.603,0.0,6.0,0.113,-6.736,0.0,0.0666,134.972,4.0,0.207,Giuliana,Giuliana
The Procedure - Original Mix,DANNY AVILA,0.012,0.682,0.987,0.0214,7.0,0.319,-2.84,1.0,0.0743,132.984,4.0,0.327,Andrea,Erika
Looking Down The Barrel Of A Gun,Beastie Boys,0.162,0.736,0.905,0.000252,5.0,0.12,-8.789,0.0,0.059,138.029,4.0,0.683,Erika,Andrea
3 Headed Goat (feat. Lil Baby & Polo G),Lil Durk,0.269,0.846,0.48,0.0,8.0,0.0989,-8.618,0.0,0.359,143.029,4.0,0.419,Giuliana,Giuliana
Doesn't Remind Me,Audioslave,0.169,0.457,0.768,0.0,9.0,0.103,-3.592,1.0,0.0378,99.739,4.0,0.232,Erika,Erika
"Concerto Grosso In D Major, Op. 6, No. 1 : I. Largo",Arcangelo Corelli,0.857,0.196,0.0948,0.955,9.0,0.121,-18.997,1.0,0.0391,80.758,4.0,0.186,Laura,Laura
You Got Me,The Roots,0.151,0.729,0.442,0.0,11.0,0.189,-8.106,0.0,0.285,81.029,4.0,0.757,Giuliana,Giuliana
