Track,Artist,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,Tag
En la Boca del Lobo,Lucito,0.205,0.675,0.822,0.00398,4,0.212,-5.355,0,0.033,91.997,4,0.568,Gianluca
"Recomposed By Max Richter: Vivaldi, The Four Seasons: Spring 1 - 2012",Max Richter,0.499,0.701,0.341,0.903,1,0.359,-12.26,0,0.0418,105.513,3,0.163,Laura
Crocodile Rock,Elton John,0.0263,0.621,0.8,1.51e-05,4,0.0591,-7.284,0,0.0344,149.91,4,0.968,Erika
Relación,Sech,0.125,0.805,0.562,4.96e-06,7,0.148,-3.117,0,0.105,172.094,4,0.767,Gianluca
We're Not Gonna Take It,Twisted Sister,0.0127,0.502,0.924,0.0,4,0.162,-6.299,1,0.0503,149.186,4,0.922,Erika
I Am Machine,Thomas Schumacher,6.86e-06,0.656,0.84,0.691,6,0.247,-7.201,1,0.0758,136.009,4,0.0465,Andrea
Control - Original Mix,UMEK,0.00336,0.757,0.918,0.853,2,0.255,-4.932,1,0.0548,129.982,4,0.113,Andrea
"Serenade in B-Flat Major, K. 361 ""Gran Partita"": III. Adagio",Wolfgang Amadeus Mozart,0.991,0.191,0.0363,0.924,3,0.141,-25.31,1,0.0409,69.754,4,0.0372,Laura
By the Way,Red Hot Chili Peppers,0.0264,0.451,0.97,0.00355,0,0.102,-4.938,1,0.107,122.444,4,0.198,Erika
Dirt Off Your Shoulder,JAY-Z,0.0319,0.779,0.655,2.63e-06,1,0.339,-7.147,1,0.318,163.971,4,0.645,Giuliana
"The Well-Tempered Clavier, Book 1, BWV 846-869 / Prelude & Fugue in C Major, BWV 846: I. Prelude",Johann Sebastian Bach,0.989,0.221,0.126,0.897,0,0.102,-25.427,1,0.0447,133.63,4,0.216,Laura
White Room,Cream,0.191,0.553,0.576,0.00664,0,0.0365,-13.458,1,0.0304,109.827,4,0.457,Erika
Ghostface Killers (feat. Travis Scott),21 Savage,0.333,0.782,0.435,1.31e-05,2,0.342,-7.033,1,0.156,82.996,4,0.242,Giuliana
Curazao,El Alfa,0.11,0.854,0.943,1.41e-05,11,0.0528,-4.876,0,0.0846,129.256,4,0.53,Gianluca
Say It Isn't So,Bon Jovi,0.0225,0.454,0.805,0.0,7,0.358,-4.946,1,0.0311,91.267,4,0.586,Erika
Glue,Bicep,0.0158,0.853,0.798,0.948,4,0.0967,-7.995,0,0.068,129.983,4,0.42,Andrea
Symphony No. 3 in C Minor: II. Andante ma non troppo,Florence Beatrice Price,0.977,0.096,0.0325,0.852,8,0.0738,-24.978,1,0.0416,87.85,4,0.035,Laura
Down with the Sickness,Disturbed,0.000996,0.695,0.876,6.89e-06,3,0.106,-4.262,0,0.0553,89.954,4,0.941,Erika
4 Postludes for Piano & String Orchestra: No. 1. Larghetto - Andante,Valentin Silvestrov,0.963,0.116,0.00146,0.95,0,0.0639,-39.774,1,0.0471,95.13,4,0.0348,Laura
Guaya Guaya,Don Omar,0.00607,0.788,0.873,0.00052,7,0.0908,-2.322,1,0.117,91.981,4,0.703,Gianluca
Time Will Tell,One Ghost,0.779,0.751,0.767,0.0,4,0.113,-6.469,0,0.107,90.044,4,0.202,Giuliana
Still Be Friends (feat. Tory Lanez & Tyga),G-Eazy,0.00509,0.803,0.759,0.0,7,0.0921,-4.692,0,0.0494,104.0,4,0.284,Giuliana
When You Were Young,The Killers,0.000152,0.467,0.988,0.0484,11,0.28,-3.313,1,0.112,130.433,4,0.321,Erika
Minority,Green Day,0.00576,0.551,0.965,0.0,0,0.171,-2.772,1,0.0452,137.841,4,0.708,Erika
HVN ON EARTH (with Kodak Black),Lil Tecca,0.0724,0.736,0.645,0.00086,1,0.136,-5.195,1,0.0807,132.024,3,0.201,Giuliana
Together One Time,Kaiserdisco,0.00493,0.572,0.913,0.629,10,0.0702,-8.185,0,0.0429,129.993,4,0.198,Andrea
Se Te Nota (with Guaynaa),Lele Pons,0.0907,0.905,0.686,0.0,0,0.266,-3.152,1,0.0664,103.013,4,0.963,Gianluca
Purple Widow,Nico Moreno,0.0028,0.594,0.978,0.639,2,0.112,-7.598,1,0.0634,145.014,4,0.154,Andrea
Nothing Changed,Quavo,0.18,0.907,0.59,0.0,5,0.184,-6.128,0,0.108,134.902,4,0.681,Giuliana
Otro Trago,Sech,0.136,0.746,0.7,0.000159,0,0.11,-4.669,1,0.341,176.044,4,0.619,Gianluca
BOMBÓN,Daddy Yankee,0.0028,0.843,0.789,2.41e-05,7,0.0322,-2.801,1,0.247,125.071,4,0.571,Gianluca
X (feat. Maluma & Ozuna) - Remix,Nicky Jam,0.0561,0.663,0.696,3.77e-05,9,0.0778,-4.957,0,0.103,180.113,4,0.738,Gianluca
3 DAYS AWAKE,Marco Faraone,0.0132,0.748,0.978,0.36,9,0.0729,-3.877,0,0.0998,131.995,4,0.39,Andrea
When Love Takes Over,Zombic,0.00217,0.628,0.935,0.0478,7,0.334,-4.43,1,0.0389,140.052,4,0.428,Andrea
Per Te,Daniel Koek,0.354,0.342,0.522,0.000111,8,0.107,-5.819,1,0.0373,134.086,4,0.124,Laura
Betäubte Triebe,Kalte Liebe,0.00692,0.661,0.517,0.887,0,0.164,-9.451,1,0.0382,139.998,4,0.643,Andrea
Wonderwall,Oasis,0.00223,0.41,0.85,0.0,2,0.134,-5.608,1,0.0364,174.431,4,0.486,Erika
Olha a Explosão,MC Kevinho,0.109,0.774,0.611,0.0,6,0.0805,-2.883,1,0.134,89.995,4,0.388,Gianluca
"Baddadan (feat. IRAH, Flowdan, Trigga & Takura)",Chase & Status,0.228,0.62,0.935,0.00443,1,0.0601,-0.504,1,0.252,87.532,4,0.559,Andrea
Quella foto di noi due,Emis Killa,0.251,0.745,0.56,0.0,11,0.114,-6.766,1,0.103,129.948,4,0.564,Giuliana
A Milli,Lil Wayne,0.0387,0.674,0.695,0.00202,6,0.194,-8.636,0,0.278,151.486,4,0.773,Giuliana
The Adventures of Rain Dance Maggie,Red Hot Chili Peppers,0.00112,0.683,0.734,0.0139,4,0.258,-4.523,0,0.029,106.254,4,0.576,Erika
You're The One That I Want - From “Grease”,John Travolta,0.309,0.533,0.787,0.00202,0,0.166,-5.763,1,0.174,213.893,4,0.841,Laura
All In,Za34,0.0183,0.578,0.459,0.0,1,0.111,-10.756,0,0.188,171.943,4,0.271,Giuliana
Shadowboxin',GZA,0.00704,0.704,0.642,1.43e-06,1,0.161,-10.11,1,0.39,92.09,4,0.72,Giuliana
Jamaican - Original Mix,Dictiondj,0.0106,0.729,0.95,0.0293,6,0.0839,-3.792,0,0.114,150.086,4,0.624,Andrea
"To the Stars - From ""Ad Astra"" Soundtrack",Max Richter,0.539,0.157,0.184,0.922,4,0.107,-19.854,0,0.0442,132.606,3,0.0304,Laura
California Love - Original Version,2Pac,0.0304,0.763,0.85,1.21e-06,7,0.371,-3.052,1,0.0417,91.519,4,0.761,Giuliana
Wishing,Alexis Ffrench,0.995,0.509,0.126,0.942,3,0.121,-22.956,1,0.0359,72.702,3,0.34,Laura
Two Steps From Hell,WNDRLST,0.00511,0.519,0.989,0.741,10,0.949,-4.751,0,0.0655,147.993,3,0.395,Andrea
It's a Long Way to the Top (If You Wanna Rock 'N' Roll),AC/DC,0.133,0.456,0.863,0.0538,3,0.0553,-3.551,1,0.0894,135.962,4,0.532,Erika
Money Trees,Kendrick Lamar,0.0703,0.716,0.531,0.0,7,0.224,-7.355,1,0.122,71.994,4,0.344,Giuliana
Streets Of Love,The Rolling Stones,0.0438,0.438,0.558,5.41e-06,0,0.604,-6.479,1,0.031,80.602,4,0.225,Erika
Rebota,Guaynaa,0.188,0.816,0.911,0.0,1,0.498,-2.002,1,0.255,89.686,4,0.931,Gianluca
Stupify,Disturbed,0.00234,0.49,0.938,2.17e-05,1,0.186,-3.916,1,0.129,196.143,4,0.437,Erika
Diosa,Myke Towers,0.398,0.801,0.745,0.00603,6,0.153,-3.733,0,0.063,104.965,4,0.245,Gianluca
Paranoid (2009 - Remaster),Black Sabbath,6.28e-05,0.423,0.685,0.00642,4,0.133,-9.651,0,0.078,162.78,4,0.328,Erika
Like a Hurricane - 2003 Remaster,Neil Young,0.0129,0.423,0.834,0.00113,9,0.164,-5.498,0,0.037,113.876,4,0.606,Erika
Silence Is Oppression,ØTTA,0.000144,0.555,0.976,0.538,11,0.231,-5.939,0,0.06,154.972,4,0.549,Andrea
First Class,Jack Harlow,0.0254,0.905,0.563,9.71e-06,8,0.113,-6.135,1,0.102,106.998,4,0.324,Giuliana
ANOTHER LOVE - HYPERTECHNO,HYPER DEMON,0.0331,0.806,0.582,1.45e-05,8,0.108,-8.53,0,0.184,145.983,4,0.319,Andrea
Baila Baila Baila,Ozuna,0.0361,0.816,0.754,0.0,11,0.217,-2.75,0,0.111,99.966,4,0.533,Gianluca
Blaue Monarchie,Cortex_Sound,0.0107,0.723,0.976,0.76,7,0.461,-0.419,1,0.165,176.022,4,0.197,Andrea
All My Life (feat. J. Cole),Lil Durk,0.15,0.829,0.436,0.0,3,0.0954,-8.205,1,0.327,143.031,4,0.693,Giuliana
High,Danimal,0.0358,0.546,0.8,0.000167,0,0.23,-7.359,1,0.046,159.969,4,0.444,Andrea
Candy Shop X Element - Remix,Muppet DJ,0.00609,0.575,0.683,0.0,7,0.343,-8.93,1,0.368,92.825,4,0.932,Giuliana
Hot Shit (feat. Ye & Lil Durk),Cardi B,0.00152,0.878,0.685,0.0,9,0.0753,-5.28,1,0.225,157.003,4,0.523,Giuliana
No Air,FZA,0.00971,0.608,0.843,0.052,11,0.0858,-6.836,1,0.0397,149.986,4,0.128,Andrea
Proud Mary,Tina Turner,0.0766,0.397,0.499,1.55e-06,2,0.111,-10.972,1,0.0685,171.067,4,0.367,Erika
N.Y. State of Mind,Nas,0.0394,0.665,0.91,0.0,6,0.227,-4.682,0,0.223,84.099,4,0.887,Giuliana
Si No Te Quiere,Ozuna,0.0149,0.75,0.834,1.51e-06,9,0.171,-3.722,0,0.0342,92.019,4,0.939,Gianluca
"Gz Up, Hoes Down",Snoop Dogg,0.292,0.462,0.885,0.0,6,0.164,-3.008,0,0.16,88.162,4,0.754,Giuliana
Calling From God,PETROS,0.0697,0.534,0.733,3.43e-06,0,0.134,-6.207,1,0.0321,136.055,4,0.252,Giuliana
PANTIES Y BRASIERES,Rauw Alejandro,0.34,0.758,0.888,0.00139,1,0.144,-2.851,1,0.0706,107.039,4,0.408,Gianluca
"Shakira: Bzrp Music Sessions, Vol. 53",Bizarrap,0.274,0.778,0.632,0.0,2,0.0915,-5.6,0,0.0493,122.104,4,0.498,Gianluca
System - Original Mix,Chemical Bond,0.0267,0.667,0.896,0.799,1,0.551,-9.294,1,0.0455,135.003,4,0.211,Andrea
Spiegel im Spiegel - Version for Violin and Piano,Arvo Pärt,0.899,0.176,0.006,3.24e-05,5,0.105,-42.238,1,0.0384,71.477,3,0.0383,Laura
Superman,Eminem,0.0215,0.802,0.755,0.0,4,0.295,-3.138,0,0.0564,130.027,4,0.58,Giuliana
What's My Age Again?,blink-182,0.0126,0.391,0.951,0.000378,6,0.0878,-7.419,1,0.0692,157.66,4,0.468,Erika
Mercury,HI-LO,0.0214,0.78,0.986,0.851,7,0.12,-3.446,1,0.0594,130.007,4,0.397,Andrea
Whew!!,5nine Skrilla,0.143,0.826,0.631,0.0,1,0.088,-6.705,1,0.0455,123.972,4,0.587,Giuliana
El Father,De La Ghetto,0.32,0.777,0.633,4.52e-06,8,0.116,-6.289,1,0.0962,173.726,4,0.512,Gianluca
Promises,The Cranberries,0.0628,0.501,0.864,0.0,4,0.169,-3.231,0,0.0502,130.061,4,0.247,Erika
Welcome to the Black Parade,My Chemical Romance,0.000289,0.217,0.905,0.00011,2,0.222,-4.103,1,0.0752,96.95,4,0.236,Erika
Six Days,MoshTekk,0.00648,0.588,0.812,0.609,2,0.0852,-8.871,1,0.0448,82.482,4,0.142,Andrea
The Lily - Piano Version,Gabríel Ólafs,0.992,0.435,0.00889,0.941,7,0.121,-33.986,1,0.046,110.307,3,0.29,Laura
Frost - Grand Piano,Gabríel Ólafs,0.996,0.392,0.00788,0.905,2,0.0759,-35.74,1,0.0536,127.878,3,0.34,Laura
Fanatica Sensual,Plan B,0.106,0.807,0.853,0.0,1,0.0937,-3.644,1,0.0513,82.027,4,0.892,Gianluca
Es kracht in Buxtehude,Trizto,0.00279,0.549,0.948,0.0028,7,0.0642,-6.37,1,0.0925,164.993,4,0.657,Andrea
Bandit (with YoungBoy Never Broke Again),Juice WRLD,0.0687,0.474,0.631,0.0,5,0.132,-5.884,0,0.343,180.051,4,0.425,Giuliana
No Me Conoce - Remix,Jhayco,0.145,0.806,0.786,0.0,10,0.0935,-3.831,0,0.0741,91.973,4,0.58,Gianluca
Nuevo,Lunay,0.467,0.826,0.908,0.0,7,0.173,-2.467,1,0.243,99.981,4,0.865,Gianluca
"I Could Have Danced All Night - from ""My Fair Lady""",Julie Andrews,0.82,0.344,0.311,2.71e-06,0,0.121,-12.16,1,0.0408,143.441,4,0.404,Laura
Family Freestyle,Lil Dann,0.00181,0.678,0.688,0.0,4,0.344,-6.673,1,0.251,81.976,4,0.297,Giuliana
"Loco Contigo (with J. Balvin & Ozuna feat. Nicky Jam, Natti Natasha, Darell & Sech) - REMIX",DJ Snake,0.0982,0.789,0.694,0.0,6,0.0962,-5.781,0,0.0729,96.035,4,0.549,Gianluca
Higher - FJAAK Remix,Amelie Lens,0.00708,0.747,0.749,0.906,8,0.111,-9.437,1,0.054,135.986,4,0.0446,Andrea
Das Ganze Lsd!,Devas,0.00533,0.844,0.893,0.868,11,0.111,-3.611,0,0.0523,89.996,4,0.465,Andrea
Got It On Me,Pop Smoke,0.00815,0.688,0.647,1.65e-05,2,0.095,-7.258,1,0.19,88.834,4,0.195,Giuliana
FULANITO,Becky G,0.256,0.93,0.837,2.37e-06,7,0.239,-4.632,0,0.187,111.898,4,0.821,Gianluca
Ramen & OJ,Joyner Lucas,0.492,0.597,0.571,0.0,1,0.093,-6.205,0,0.293,106.196,3,0.165,Giuliana
Clap Back,Ja Rule,0.0415,0.632,0.786,1.2e-05,9,0.0527,-5.596,1,0.354,94.499,4,0.699,Giuliana
Can You Feel The Love Tonight,Elton John,0.813,0.297,0.364,0.000761,10,0.0976,-9.261,1,0.0305,122.598,4,0.149,Laura
Smiling Acid,Matze Raab,0.0658,0.77,0.956,0.886,5,0.776,-7.193,0,0.0683,147.011,4,0.205,Andrea
Adictiva,Daddy Yankee,0.291,0.788,0.771,5.62e-05,4,0.172,-3.206,0,0.0563,99.038,4,0.701,Gianluca
For What It's Worth,Buffalo Springfield,0.406,0.653,0.519,0.0209,2,0.101,-10.164,1,0.0497,98.883,4,0.822,Erika
Children - Radio Edit,Deborah de Luca,0.00881,0.553,0.948,0.818,1,0.102,-9.628,1,0.037,134.996,4,0.0389,Andrea
Hypnotize - 2014 Remaster,The Notorious B.I.G.,0.145,0.901,0.697,0.0,9,0.287,-3.439,1,0.28,93.941,4,0.67,Giuliana
SUMMERTIME SADNESS - HYPERTECHNO,HYPER DEMON,0.308,0.734,0.685,0.011,4,0.255,-5.468,0,0.36,145.819,4,0.506,Andrea
Ahimsa,Charlotte de Witte,0.00203,0.7,0.938,0.88,11,0.11,-7.467,0,0.0703,137.005,4,0.353,Andrea
much loved,Rachel Portman,0.99,0.152,0.0195,0.944,4,0.0676,-24.946,1,0.0395,143.978,3,0.0906,Laura
LA INOCENTE,Mora,0.307,0.757,0.789,0.0,5,0.0717,-3.46,0,0.0583,91.911,4,0.464,Gianluca
No Confío,Jay Wheeler,0.123,0.927,0.551,0.00269,1,0.115,-7.704,1,0.0986,119.982,4,0.304,Gianluca
Cupid - Twin Ver.,Ezra Hazard,0.00491,0.464,0.89,0.0,5,0.335,-2.696,1,0.0446,155.138,5,0.206,Andrea
Yo Perreo Sola,Bad Bunny,0.021,0.86,0.758,6.54e-05,11,0.344,-5.16,1,0.0695,97.014,4,0.453,Gianluca
Crave,Doruksen,0.295,0.612,1.0,0.89,0,0.103,-4.222,1,0.156,149.946,4,0.0306,Andrea
Wild Horses - 2009 Mix,The Rolling Stones,0.687,0.432,0.389,0.0107,7,0.0788,-6.517,1,0.0255,139.506,4,0.158,Erika
Times Like These - Acoustic Version,Foo Fighters,0.128,0.588,0.559,0.0,4,0.0977,-4.849,0,0.0272,123.845,4,0.278,Erika
Be Yourself,Audioslave,0.143,0.423,0.845,5.07e-06,11,0.213,-3.509,0,0.0559,116.602,4,0.317,Erika
Si Te Pillo,Jowell & Randy,0.166,0.687,0.781,4.32e-06,7,0.255,-4.657,0,0.0944,180.1,4,0.655,Gianluca
Chillax (feat. Ky-Mani Marley),Farruko,0.0724,0.827,0.646,0.0,1,0.247,-4.727,0,0.0766,92.057,4,0.512,Gianluca
"Gershwin: Porgy and Bess, Act 1, Scene 1: ""Here come the Big Boy"" (Mingo, Jake, Jim, Crown, Porgy, Serena, Bess, Robbins, Sporting Life, Chorus)",George Gershwin,0.968,0.281,0.191,0.0147,3,0.299,-21.97,1,0.0667,79.814,4,0.202,Laura
Felices los 4,Maluma,0.213,0.766,0.756,0.0,5,0.349,-5.861,1,0.132,94.027,4,0.716,Gianluca
Joker And The Thief,Wolfmother,0.0195,0.264,0.8,0.00744,0,0.406,-2.427,1,0.0537,155.558,4,0.465,Erika
Come Down,Lockdown,0.00152,0.504,0.987,0.382,1,0.632,-3.71,1,0.261,149.943,4,0.102,Andrea
"Orchestral Suite No. 3 in D Major, BWV 1068: II. Air ""On a G String"" (Arr. for Piano)",Johann Sebastian Bach,0.996,0.458,0.0108,0.938,2,0.0724,-29.707,1,0.0535,115.141,4,0.135,Laura
Forgot About Dre,Dr. Dre,0.0827,0.924,0.74,0.0,8,0.163,-1.299,1,0.0774,133.974,4,0.621,Giuliana
Sentinel - Original Mix,Clap Codex,0.0082,0.794,0.914,0.863,0,0.0655,-6.117,1,0.0662,130.005,4,0.0447,Andrea
"Symphony No. 5 in E-Flat Major, Op. 82: 3. Allegro molto",Jean Sibelius,0.865,0.162,0.139,0.918,8,0.216,-20.694,1,0.0386,94.009,3,0.0903,Laura
Police Brutality,AIROD,0.000269,0.71,0.973,0.841,1,0.098,-6.018,0,0.0367,145.003,4,0.138,Andrea
Pa Mí - Remix,Dalex,0.753,0.688,0.62,5.32e-06,11,0.157,-8.029,0,0.22,170.011,4,0.727,Gianluca
Killing Me Softly With His Song,Fugees,0.0279,0.765,0.29,0.0,4,0.571,-17.117,0,0.139,92.409,4,0.506,Giuliana
"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto",Ludwig van Beethoven,0.995,0.184,0.00527,0.887,1,0.173,-37.264,0,0.0432,170.612,3,0.151,Laura
Alone,Shinobi Rōnin,0.56,0.788,0.455,0.000208,4,0.117,-9.756,0,0.0493,106.069,4,0.307,Giuliana
All I Want For Christmas Is You - Techno Remix,KUPID,0.118,0.588,0.792,0.00591,7,0.0813,-4.905,1,0.289,159.774,4,0.198,Andrea
Shining - Reinier Zonneveld Filth On Acid Remix,Miro,0.00538,0.576,0.639,0.86,2,0.111,-9.164,1,0.0397,132.993,4,0.0619,Andrea
Party y Alcohol,Wisin & Yandel,0.0726,0.657,0.787,1.65e-06,9,0.0866,-4.981,1,0.0894,91.488,4,0.858,Gianluca
99 Red Balloons,Goldfinger,0.00103,0.285,0.843,0.00037,4,0.327,-7.318,1,0.129,97.051,4,0.282,Erika
Sígueme Y Te Sigo,Daddy Yankee,0.069,0.736,0.878,6.39e-05,1,0.756,-3.604,0,0.0428,100.025,4,0.663,Gianluca
Your Song,Elton John,0.781,0.554,0.331,3.26e-06,3,0.107,-10.866,1,0.0299,128.216,4,0.295,Erika
Spiegel im spiegel,Arvo Pärt,0.707,0.123,0.0644,0.00365,5,0.11,-28.383,1,0.0373,84.208,3,0.0711,Laura
I'll Be There,HUTS,0.132,0.675,0.924,0.0,6,0.221,-6.24,1,0.0537,140.018,4,0.514,Andrea
RUMBATÓN,Daddy Yankee,0.0471,0.685,0.909,0.0,3,0.35,-4.034,0,0.0396,95.004,4,0.922,Gianluca
Invincible,Pop Smoke,0.125,0.548,0.732,0.0,11,0.269,-5.652,0,0.336,142.791,4,0.612,Giuliana
"Abendlied, Op. 85 No. 12 (Arr. Grosvenor)",Robert Schumann,0.992,0.47,0.00188,0.867,1,0.115,-32.773,1,0.0494,67.573,3,0.0863,Laura
Vaina Loca,Ozuna,0.315,0.754,0.805,0.0,6,0.203,-4.249,1,0.0752,93.982,4,0.555,Gianluca
"Fuego Del Calor (feat. Ozuna, Tyga & Capo Plaza)",Scott Storch,0.071,0.814,0.652,1.33e-06,1,0.0604,-8.665,1,0.107,99.977,4,0.541,Gianluca
Ponle,Rvssian,0.188,0.857,0.772,0.00181,10,0.0851,-4.737,0,0.195,94.03,4,0.589,Gianluca
FENTANYL,Fijimacintosh,0.236,0.711,0.477,0.0,2,0.096,-9.731,1,0.241,144.952,4,0.365,Giuliana
If I Only Had A Brain - Extended Version,Ray Bolger,0.818,0.429,0.338,0.117,7,0.158,-15.308,1,0.0878,75.375,4,0.899,Laura
Mas Rica Que Ayer,Anuel AA,0.343,0.818,0.666,0.0,11,0.0922,-5.319,1,0.0759,93.95,4,0.529,Gianluca
El Merengue,Marshmello,0.0313,0.775,0.677,0.00517,8,0.112,-4.703,0,0.0442,124.011,4,0.698,Gianluca
N95,Kendrick Lamar,0.377,0.79,0.67,2.32e-06,1,0.119,-5.527,1,0.105,139.956,4,0.408,Giuliana
Lithium,Nirvana,0.00174,0.678,0.656,0.0,7,0.0631,-6.41,1,0.0381,123.207,4,0.485,Erika
Thank You (Not So Bad),Dimitri Vegas & Like Mike,0.0229,0.673,0.95,0.0823,11,0.398,-5.149,1,0.0488,150.019,4,0.563,Andrea
On My Mind,Hedex,0.0311,0.594,0.954,0.00069,11,0.52,-1.738,1,0.22,87.469,4,0.326,Andrea
TECHNO,ZAPRAVKA,0.00871,0.658,0.989,0.238,10,0.29,-4.278,0,0.106,160.012,3,0.573,Andrea
System Majority,Layton Giordani,0.00054,0.698,0.916,0.924,2,0.102,-7.359,1,0.0491,128.017,4,0.148,Andrea
Robbery,Juice WRLD,0.328,0.623,0.692,0.0,2,0.153,-5.122,1,0.0504,79.899,4,0.566,Giuliana
Goldkrone,DORFTEKK,0.00657,0.559,0.551,0.14,0,0.64,-15.068,1,0.258,179.949,4,0.205,Andrea
Disturbia,Sonny Wern,0.0253,0.59,0.971,0.0,11,0.334,-4.734,0,0.0775,150.023,4,0.561,Andrea
Knife Talk (with 21 Savage ft. Project Pat),Drake,0.0635,0.849,0.424,0.0,5,0.0834,-9.579,0,0.324,145.887,4,0.153,Giuliana
Under The Influence (Techno),Way 2 Hard,0.0384,0.716,0.672,0.00167,9,0.152,-9.316,0,0.271,145.915,4,0.582,Andrea
Mid Air,GÅEL,0.995,0.524,0.0338,0.921,0,0.0907,-28.584,1,0.058,111.895,4,0.25,Laura
Gasolina,Daddy Yankee,0.322,0.852,0.797,2.69e-06,0,0.0845,-6.543,1,0.0614,96.008,4,0.741,Gianluca
Look Inside Yourself,Edvard Kravchuk,0.993,0.46,0.0073,0.963,1,0.0952,-31.247,1,0.0503,71.743,4,0.194,Laura
Help Me,Michael Katana,0.337,0.685,0.821,0.88,4,0.104,-10.853,0,0.0924,150.028,4,0.0711,Andrea
Saturn - Original Mix,Spartaque,0.00302,0.707,0.848,0.783,7,0.648,-6.89,1,0.107,129.022,4,0.0416,Andrea
Last Resort,Papa Roach,0.000481,0.589,0.89,0.00082,4,0.201,-3.719,0,0.0603,90.598,4,0.692,Erika
LOCO,KingJayy,0.486,0.774,0.634,0.000327,6,0.122,-8.518,0,0.225,130.076,4,0.714,Giuliana
The Way I Am,Eminem,0.144,0.785,0.871,0.0,4,0.309,-2.692,0,0.265,87.248,4,0.315,Giuliana
Blunda,Nakadia,6.74e-05,0.559,0.955,0.703,6,0.0445,-3.683,0,0.0438,133.008,4,0.0603,Andrea
Heute Nacht,Maddix,0.0196,0.609,0.912,0.478,11,0.133,-6.593,0,0.0391,135.027,4,0.0391,Andrea
One Way Or Another - Remastered 2001,Blondie,0.0118,0.45,0.877,4.95e-05,9,0.0699,-6.403,1,0.0532,162.477,4,0.896,Erika
"Miniatures for Piano ""A Whole in Twelve"": No. 2, The Lady Plays",Mikael Ayrapetyan,0.995,0.358,0.00891,0.885,1,0.113,-28.903,1,0.0363,75.308,4,0.145,Laura
Fljótavík,Georg Holm,0.948,0.141,0.137,0.562,8,0.0612,-15.424,1,0.0431,85.479,4,0.0353,Laura
Sultans Of Swing,Dire Straits,0.0614,0.733,0.794,0.0367,5,0.33,-10.023,1,0.0307,148.174,4,0.931,Erika
Enamórame,Karlo Rigo,0.536,0.727,0.672,2.98e-05,8,0.281,-6.383,1,0.049,95.012,4,0.733,Gianluca
"Lo, the full, final sacrifice, Op. 26: Amen - Instrumental",Gerald Finzi,0.949,0.198,0.0899,0.924,4,0.15,-25.087,1,0.0448,111.868,4,0.0711,Laura
Don't Speak,No Doubt,0.247,0.52,0.709,1.78e-05,5,0.18,-7.125,0,0.0352,76.039,4,0.536,Erika
With Arms Wide Open - New Version With Strings,Creed,0.032,0.32,0.695,0.0,0,0.201,-5.756,1,0.0388,141.91,4,0.165,Erika
La prima volta,Salmo,0.0712,0.51,0.856,0.0,4,0.665,-6.254,0,0.261,93.881,4,0.621,Giuliana
makeba,BXT,0.0511,0.732,0.877,0.0041,7,0.0958,-7.192,1,0.113,146.973,4,0.6,Andrea
MAFIA,Travis Scott,0.0775,0.855,0.492,6.71e-06,0,0.111,-7.578,0,0.0483,109.975,4,0.385,Giuliana
Behind Blue Eyes,The Who,0.213,0.394,0.622,4.45e-05,4,0.0892,-8.258,0,0.0336,126.844,4,0.342,Erika
Ramble On - 1990 Remaster,Led Zeppelin,0.072,0.468,0.607,0.000852,9,0.225,-11.367,1,0.0336,98.429,4,0.886,Erika
Helena,My Chemical Romance,0.0142,0.356,0.96,0.0,4,0.209,-3.487,1,0.104,125.921,4,0.0857,Erika
Kool Thing,Sonic Youth,0.0103,0.262,0.82,0.0914,7,0.101,-11.621,1,0.0428,155.197,4,0.254,Erika
A Place for My Head,Linkin Park,0.0144,0.603,0.908,0.0,11,0.671,-5.254,1,0.184,133.063,4,0.457,Erika
"Acid Resurrection, Pt. 2",Teik Arô,0.00499,0.639,0.745,0.877,2,0.111,-11.255,1,0.0406,138.003,4,0.342,Andrea
I Want To Break Free - Single Remix,Queen,0.0841,0.795,0.435,0.00026,4,0.0763,-8.927,1,0.0324,108.95,4,0.596,Erika
Terra,Jay Lumen,0.00599,0.76,0.977,0.875,0,0.087,-6.807,1,0.0404,130.003,4,0.165,Andrea
Heartbreaker,WNDRLST,0.00191,0.577,0.935,0.878,11,0.308,-5.127,1,0.0626,143.985,3,0.164,Andrea
I WANT IT,BMT,0.00496,0.662,0.951,0.816,6,0.251,-6.455,1,0.0628,149.991,4,0.541,Andrea
POWER,Kanye West,0.0161,0.542,0.914,0.0,0,0.744,-4.747,0,0.113,153.993,4,0.576,Giuliana
DO IT AGAIN (feat. 2Rare),NLE Choppa,0.0864,0.806,0.64,0.0,11,0.201,-7.398,0,0.317,160.054,4,0.716,Giuliana
Kill Em With Kindness (Techno),Tektony,0.287,0.729,0.674,9.76e-05,6,0.457,-6.204,0,0.251,144.021,4,0.352,Andrea
To Find You [VIP],Alias One,0.000323,0.53,0.869,0.171,7,0.156,-7.552,1,0.0422,131.997,4,0.148,Andrea
Meet Her At The Love Parade,JTS,0.06,0.644,0.981,0.598,9,0.311,-0.847,1,0.223,165.006,4,0.266,Andrea
